project_slug,buggy_commit_id,last_fix_commit_id
jenkinsci__workflow-cps-global-lib-plugin_CVE-2022-25174_544.vff04fa68714d,d1912e98fa56b77ef495beee79e3f27f0c8f4026,ace0de3c2d691662021ea10306eeb407da6b6365
jenkinsci__workflow-multibranch-plugin_CVE-2022-25175_706.vd43c65dec013,d43c65dec013812b084fecbb4a310d856eb6b89a,71c3f0a6ccdb2ba43f43686826b0d62160df85e8
apache__activemq_CVE-2014-3576_5.10.2,f62f47b92d8c8d60fc9cd0f796b80eacc50c4b4a,f07e6a53216f9388185ac2b39f366f3bfd6a8a55
codehaus-plexus__plexus-utils_CVE-2017-1000487_3.0.15,86c37983bb2bd92b1df43fe73f321ffbfa155070,b38a1b3a4352303e4312b2bb601a0d7ec6e28f41
jenkinsci__git-client-plugin_CVE-2019-10392_2.8.4,04d2c155d19a37ae28ffe2345e0e2ccd96556b07,899123fa2eb9dd2c37137aae630c47c6be6b4b02
jenkinsci__perfecto-plugin_CVE-2020-2261_1.17,60f9da8c6cdf06ef7824c5b35a63e3a21dda3110,52c09ad2e26416211e4009b095c4f16508b27b8a
apache__nifi_CVE-2022-33140_1.16.2,fe0ed03d4d5aa5399216c4cf8cede84236fbb4f7,a1306a19f78e11c2d809e9aef24336669461403a
jenkinsci__script-security-plugin_CVE-2023-24422_1228.vd93135a_2fb_25,d93135a2fb250c04cc361b0bb1efd809bc63ad08,4880bbe905a6783d80150c8b881d0127430d4a73
nahsra__antisamy_CVE-2016-10006_1.5.3,90550e42b39972fce0db4bcab0e1ce4359b94661,7313931dc3c0d1377b010f07faef2063dd359a36
nahsra__antisamy_CVE-2017-14735_1.5.6,82da009e733a989a57190cd6aa1b6824724f6d36^,82da009e733a989a57190cd6aa1b6824724f6d36
apache__jspwiki_CVE-2019-10077_2.11.0.M3,60a9cb84ce36a0392fa5a01afcf28c11857c2f9e,87c89f0405d6b31fc165358ce5d5bc4536e32a8a
apache__jspwiki_CVE-2019-10076_2.11.0.M3,7453019c2afdb03ebfe2d51c5f117b81b0b314f1,60a9cb84ce36a0392fa5a01afcf28c11857c2f9e
apache__jspwiki_CVE-2019-10078_2.11.0.M3,edff448e1b6f5fd35aea2d72f88e3c7a88741c0a,46cd981dfb431730da3f9249f5db858aacf11e52
apache__jspwiki_CVE-2019-10089_2.11.0.M4,08b7af26fb0f65a3beea6903e0e3595ec86f5e04,2956ccb307dd4b23b25c8ddeae8d7e7b301c6ff3
hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final,e718f8f053116a01f4a46e80a9caef051f0b2e5f,20d729548511ac5cff6fd459f93de137195420fe
asf__cxf_CVE-2019-17573_3.2.11,68dfb2274f5d3a580fc60c37eb9e177772284347,a02e96ba1095596bef481919f16a90c5e80a92c8
xuxueli__xxl-job_CVE-2020-29204_2.2.0,57702ec2abc051dd60416bce78e8224129c658c3,227628567354d3c156951009d683c6fec3006e0e
OWASP__json-sanitizer_CVE-2020-13973_1.2.0,305b0f235a831391b736c03eaefbd42b104c10ec,f3512bab078af3f5c533dacc2d410add8c0c1124
eclipse__hawkbit_CVE-2020-27219_0.3.0M6,8816396d18880d2020743ce2e83a08446449d0db,94b7c12cde1b38eda5414bd88d6d068008cfb9f9
alibaba__nacos_CVE-2021-44667_2.0.3,13032a253c225c21421b8a710b28c333dba12472,cd6d7e33b94f24814701f3faf8b632e5e85444c5
nahsra__antisamy_CVE-2022-28367_1.6.5,578d1f99b5a8d96cbeedef5970eee97fbeb23d27,0199e7e194dba5e7d7197703f43ebe22401e61ae
ESAPI__esapi-java-legacy_CVE-2022-24891_2.2.3.1,d41a3baeb119dd0b0435cfbd86385a5b8a65da3b,096aa60d6441fce4c632b36b36fdf5f53799c29a
nahsra__antisamy_CVE-2022-29577_1.6.6.1,b6e76de85a07549f2c97941437dd73430d7287a8,32e273507da0e964b58c50fd8a4c94c9d9363af0
rhuss__jolokia_CVE-2018-1000129_1.4.0,557c23edec6b1321fac9bf73239e6cadfda77a07,5895d5c137c335e6b473e9dcb9baf748851bbc5f
keycloak__keycloak_CVE-2014-3656_1.0.5.Final,ed895ce02d398dc0a1c87bf7a39965da6c8b82ff,63b41e2548cbc20bd3758e34a82d880e177bf24c
asf__cxf_CVE-2016-6812_3.0.11,51a2368c14840b5876efbbccf123fb8c8e040a7a,a30397b0
apache__sling-org-apache-sling-xss_CVE-2016-5394_1.0.8,9122ad5e1f4b03c8cec36416bb597dc67c3dad27,de32b144ad2be3367559f6184d560db42a220529
DSpace__DSpace_CVE-2022-31192_5.10,56e76049185bbd87c994128a9d77735ad7af0199,28eb8158210d41168a62ed5f9e044f754513bc37
keycloak__keycloak_CVE-2022-4137_20.0.4,fc3c61235fa30132123c17ed8702ff7b3a672fe9,30d0e9d22dae51392e5a3748a1c68c116667359a
keycloak__keycloak_CVE-2022-1274_20.0.4,4d0629dcf424d805857bec33214e8eb3c0cb781b,fc3c61235fa30132123c17ed8702ff7b3a672fe9
xwiki__xwiki-commons_CVE-2023-29201_14.6,67aeae54995f939142d28ca6e9403c9c1b01fe2c,b11eae9d82cb53f32962056b5faa73f3720c6182
xwiki__xwiki-commons_CVE-2023-29528_14.9-rc-1,a2f20a6ed4b2ae2aaf206d455d5719637dc9c7ee,8ff1a9d7e5d7b45b690134a537d53dc05cae04ab
xwiki__xwiki-rendering_CVE-2023-32070_14.6,40e5d9534e9c5af62ef27f7d2bc8ca9ca3539e8f,c40e2f5f9482ec6c3e71dbf1fff5ba8a5e44cdc1
xwiki__xwiki-commons_CVE-2023-31126_14.10.3,8c82fc6ff997fca7e2b524f3a125fef7ec6c987c,0b8e9c45b7e7457043938f35265b2aa5adc76a68
apache__jspwiki_CVE-2022-46907_2.11.3,663347128a3a51be088233d10dc17b7b4fc662fc,75019d337f1d0033b1f65428e75f43baeffd99dd
keycloak__keycloak_CVE-2022-4361_21.1.1,04e6244c387a1bde86184635a0049537611e3915,a1cfe6e24e5b34792699a00b8b4a8016a5929e3a
xwiki__xwiki-commons_CVE-2023-36471_14.10.5,55d83c9fadfa1aebaa03507af3444f8ea17807c7,99484d48e899a68a1b6e33d457825b776c6fe8c3
jstachio__jstachio_CVE-2023-33962_1.0.0,f8ce4dba4b2ef9f8d6c78c5642a9ec3e10f7033f,7b2f78377d1284df14c580be762a25af5f8dcd66
xwiki__xwiki-rendering_CVE-2023-37908_14.10.3,9a3d99cf52d63f4e0039bab2874e30fe7354a83a,f4d5acac451dccaf276e69f0b49b72221eef5d2f
SpringSource__spring-security-oauth_CVE-2018-1260_2.3.2.RELEASE,f9414d549b5341bcac1475e0b5527511444640dc,70e5ba84ca98b7ab42c1900bdd9fa51b393d611f
apache__activemq_CVE-2019-0222_5.15.8,83d9bd827a6116820d21ad141c1a5b1e4c2a8476,f78c0962ffb46fae3397eed6b7ec1e6e15045031
jmrozanec__cron-utils_CVE-2021-41269_9.1.5,6f91560a98406c8459a4c7903e10e805fa7c00e4,cfd2880f80e62ea74b92fa83474c2aabdb9899da
apache__struts_CVE-2020-17530_2.5.25,482af41673a3883e904ea72391a5b4a03cbd5d94,45667346629455f7ea125bff36bf9b763b7e8463
apache__activemq_CVE-2020-11998_5.15.12,82f3658ce188090f25152b6ad0d4f99450040693,0d6e5f2
spring-projects__spring-framework_CVE-2022-22965_5.2.19.RELEASE,1627f57f1f77abe17dd607c75476b9e4cb22ffbb,002546b3e4b8d791ea6acccb81eb3168f51abb15
spring-cloud__spring-cloud-gateway_CVE-2022-22947_3.0.6,bec3dc0e689a72e46e9303c90b77b07ff282de2c,1b868d2159e8fb71c22d583e424ae699f90532e3
apache__dubbo_CVE-2021-30180_2.7.9,753b68e9bb39fad3db01d56ee92c065229af2f5a,041f8bb0a98a912bd363560d5a2339198dcf79a5
apache__incubator-dubbo_CVE-2021-30181_2.6.8,4d5158fcef4e446eb1c0de00f5a3aa4847d8de26,9b7575aa1c949959c86d29c47625575b58a9dfa9
spring-projects__spring-security_CVE-2011-2732_2.0.6.RELEASE,887e3361d28e2c31c0068b5b52f376b8d559fc66,a087e828a63edf0932e4eecf174cf816cbe6a58a
fabric8io__kubernetes-client_CVE-2021-4178_5.0.2,1d1b3d404836871c4d0fc0a35dafe5d40369b519,445103004d1ed3153d5abb272473451d05891e39
asf__commons-text_CVE-2022-42889_1.9,1c0340694871183baf6e55376dd85c260e810bb0,b9b40b903e2d1f9935039803c9852439576780ea
ff4j__ff4j_CVE-2022-44262_1.8.13,01672a1657bdfe61acdbbe75fec0c694c7c94ace,62d03140f3bfbd380d0f4b4e5a94dcb8baa9d9c6
codecentric__spring-boot-admin_CVE-2022-46166_2.6.9,650db9e89d80f54b41ebd18f8c27389e8741516d,c14c3ec12533f71f84de9ce3ce5ceb7991975f75
xerial__sqlite-jdbc_CVE-2023-32697_3.41.2.1,0c5a645ec184725a2e81693c7c72049198b271be,edb4b8adc2447bc04e05b9b908195a4bc7926242
asf__nifi_CVE-2023-34468_1.21.0,d956ede743342adea50ff31c17ea046c8fdd8bd4,4faf3ea59895e7e153db3f8f61147ff70a254361
apache__rocketmq_CVE-2023-37582_4.9.6,c68fb8f1b9ee1a7b69e087a101bf1783e2b8140b,fb1c67d536c95ec7bd5904e61b9d97c4c2ee5a3d
asf__nifi_CVE-2023-36542_1.22.0,2052f15c79615c4203ac7dcd0b2d8aece93038fd,532578799c
apache__rocketmq_CVE-2023-33246_5.1.0,5dc2e20efc9866f0f9d4f242d41ad4b4cfc65644,9d411cf04a695e7a3f41036e8377b0aa544d754d
apache__dolphinscheduler_CVE-2023-51770_3.2.0,6c1e001edfc088d371426955d46d74f9bfbf7576,309c8c97a9b9003244496dedc7861a5026f9441a
apache__dolphinscheduler_CVE-2023-49109_3.2.0,8665951981b48fad051fe7457af5fddf8e61de87,8c01fcf14b199e2c1ba86c17351e1ea30614f484
